,age,height_cm,weight_kgs,positions,overall_rating,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),work_rate,body_type,release_clause_euro,club_rating,club_position,national_team,national_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,interceptions,vision,penalties,marking,standing_tackle,sliding_tackle,tags
14013,22,172.72,59.9,RM,70,2500000.0,14000.0,Left,1,3,3,High/ Medium,Lean,5200000.0,75.0,SUB,0,,67,67,44,70,69,74,73,66,64,74,76,75,88,64,83,70,69,69,54,67,30,62,61,30,42,43,0.0
14014,26,178.5,76.2,"LB,LM",70,1800000.0,5000.0,Left,1,3,4,High/ Medium,Lean,2900000.0,70.0,SUB,0,,63,23,53,63,25,70,48,34,55,67,87,86,76,64,53,35,58,73,64,29,68,54,39,64,69,68,0.0
14015,25,178.5,73.9,"LM,RM,LW,ST",70,2300000.0,10000.0,Right,1,2,3,High/ Low,Lean,3300000.0,75.0,RES,0,,63,61,52,67,46,73,72,50,68,71,78,80,83,64,70,68,57,69,71,66,30,69,62,31,24,23,0.0
14016,27,162.56,59.9,CAM,70,2100000.0,3000.0,Right,1,4,3,Medium/ Medium,Lean,3000000.0,64.0,CAM,0,,65,58,34,76,37,68,37,48,74,69,74,73,82,59,84,55,34,48,33,55,13,72,53,22,22,24,0.0
14017,29,185.42,72.1,LB,70,1400000.0,4000.0,Left,1,3,3,Medium/ Medium,Normal,2900000.0,69.0,LB,0,,71,43,56,64,37,68,57,71,69,68,71,66,65,66,66,72,61,76,62,68,67,55,39,68,72,72,0.0
14018,27,182.88,78.9,"CB,CDM",70,1700000.0,6000.0,Right,1,3,2,Medium/ Medium,Stocky,2500000.0,70.0,RCB,0,,67,27,68,64,25,66,30,55,71,65,72,74,61,60,56,71,93,75,88,49,68,60,25,58,70,63,0.0
14019,22,175.26,66.2,"LW,CAM",70,2900000.0,6000.0,Left,1,2,4,Medium/ Medium,Normal,6600000.0,71.0,SUB,0,,58,65,43,66,53,75,73,55,48,76,79,76,78,73,79,77,59,65,59,62,23,64,71,27,34,31,0.0
14020,26,178.5,73.0,"LB,CB",70,1800000.0,5000.0,Left,1,3,3,Medium/ Medium,Lean,2400000.0,70.0,SUB,0,,73,50,52,64,56,64,67,30,57,67,82,77,81,69,64,70,75,84,68,64,67,60,31,64,66,68,0.0
14021,21,181.0,74.8,RB,70,2200000.0,9000.0,Right,1,2,3,Medium/ Medium,Lean,4700000.0,75.0,RB,0,,69,30,68,69,39,68,30,31,66,69,67,68,69,65,63,41,60,59,58,38,73,56,37,68,73,70,0.0
14022,24,187.96,94.8,CB,70,2000000.0,12000.0,Left,1,3,2,Medium/ Medium,Stocky,3900000.0,70.0,LCB,0,,37,46,70,55,27,40,73,71,48,60,41,45,34,64,55,80,68,69,88,57,66,29,49,72,68,67,1.0
14023,26,185.42,74.8,CB,70,1700000.0,2000.0,Right,1,3,2,Low/ High,Lean,2800000.0,68.0,SUB,0,,14,14,68,53,11,44,21,20,54,51,61,70,59,61,63,49,73,64,68,38,68,23,42,74,74,71,0.0
14024,32,175.26,71.2,"CM,CAM",70,1300000.0,4000.0,Right,1,3,3,Medium/ Medium,Normal,1700000.0,67.0,RCM,0,,67,64,50,73,62,65,68,68,71,69,55,60,65,68,73,71,67,60,65,71,65,73,54,68,57,54,0.0
14025,27,185.42,72.1,"CDM,RB,CM",70,1800000.0,4000.0,Right,1,3,2,Medium/ Medium,Lean,3400000.0,65.0,RB,0,,60,47,67,71,61,53,48,51,70,73,55,65,72,69,59,62,80,67,73,48,72,57,60,60,68,70,0.0
14027,27,187.96,78.9,"CB,RB",70,1800000.0,9000.0,Right,1,2,2,Medium/ High,Normal,3700000.0,69.0,RCB,0,,62,37,72,58,40,56,50,44,57,54,65,67,56,64,58,39,61,75,83,39,66,39,42,69,70,64,0.0
14028,26,178.5,78.9,"ST,LM",70,2300000.0,15000.0,Right,1,3,3,Medium/ Low,Normal,,72.0,SUB,0,,65,66,65,65,67,76,72,65,52,74,78,83,78,62,67,79,73,68,67,69,21,51,56,20,22,17,0.0
14029,26,175.26,78.9,"LB,LM",70,1800000.0,8000.0,Left,1,2,3,Medium/ Medium,Stocky,3600000.0,71.0,LB,0,,69,42,39,70,40,65,80,69,68,70,78,75,69,70,86,79,41,78,73,75,68,58,71,62,73,64,0.0
14030,23,182.88,77.1,"RM,LM,ST",70,2400000.0,6000.0,Right,1,5,3,Medium/ Medium,Normal,3600000.0,67.0,RS,0,,69,60,27,66,53,73,56,57,61,70,79,77,78,64,69,61,76,74,61,58,37,61,59,35,23,22,0.0
14031,33,187.96,77.1,"CDM,CB",70,1000000.0,8000.0,Right,1,3,2,Low/ High,Lean,2000000.0,71.0,RDM,0,,47,47,67,69,47,65,53,55,69,59,49,47,54,65,51,68,84,74,77,63,77,55,58,65,71,64,0.0
14032,22,190.5,82.1,CB,70,3100000.0,33000.0,Right,1,3,2,High/ Medium,Normal,7600000.0,85.0,SUB,0,,32,23,68,72,28,71,62,70,70,70,66,67,63,62,57,63,69,65,75,52,65,67,46,69,74,68,0.0
14033,21,187.96,76.2,CB,70,2300000.0,11000.0,Right,1,3,2,Medium/ Medium,Lean,4300000.0,78.0,SUB,0,,25,23,66,62,28,28,26,24,45,44,54,55,42,64,58,42,72,63,72,25,72,32,38,71,76,73,0.0
14034,22,182.88,83.9,CM,70,2400000.0,17000.0,Right,1,3,3,High/ High,Stocky,,69.0,LCM,0,,49,60,60,73,52,69,55,52,68,72,69,54,61,66,61,68,73,76,68,65,69,65,43,66,62,60,0.0
14035,24,182.88,73.0,"CAM,ST,LM",70,2400000.0,9000.0,Right,1,3,3,High/ Medium,Normal,4900000.0,71.0,RM,0,,66,65,34,71,64,73,67,65,68,73,67,66,73,63,65,73,59,71,61,72,29,64,49,40,41,31,0.0
14036,21,178.5,63.0,"RB,RM,LB",70,2400000.0,10000.0,Right,1,3,3,Medium/ Medium,Lean,,68.0,SUB,0,,76,45,56,76,43,69,75,42,72,73,64,67,63,66,71,58,64,70,59,52,64,61,48,67,70,72,0.0
14037,23,182.88,79.8,"ST,RM,LW",70,2400000.0,29000.0,Right,1,3,3,Medium/ Medium,Normal,4800000.0,77.0,SUB,0,,48,69,67,57,53,73,47,41,44,72,79,76,71,62,68,76,67,63,69,70,22,55,75,19,20,17,0.0
14038,28,187.96,78.0,CDM,70,1500000.0,5000.0,Right,1,3,3,High/ Medium,Normal,1900000.0,69.0,CDM,0,,58,54,59,71,57,59,33,40,73,65,69,41,70,69,53,68,73,82,78,69,66,70,39,63,65,59,0.0
14039,36,182.88,83.0,CB,70,425000.0,6000.0,Left,1,2,2,Low/ High,Stocky,829000.0,68.0,RCB,0,,42,32,73,59,24,42,22,42,33,51,54,47,47,60,53,52,62,48,73,45,68,22,30,70,74,67,0.0
14040,20,172.72,67.1,"CAM,CM,RW",70,2900000.0,1000.0,Left,1,3,3,High/ Medium,Lean,6900000.0,71.0,CAM,0,,65,58,48,75,36,69,70,65,73,73,68,66,73,64,78,68,63,59,44,67,42,72,43,40,45,48,0.0
14041,21,193.04,88.0,"CM,CDM",70,3400000.0,8000.0,Right,1,4,3,Medium/ High,Normal,8900000.0,74.0,RCM,0,,45,41,58,77,43,65,48,40,70,69,50,53,50,69,35,68,59,79,87,56,70,65,49,70,70,68,1.0
14042,35,182.88,74.8,CB,70,550000.0,5000.0,Right,1,4,2,Medium/ Medium,Lean,825000.0,69.0,SUB,0,,58,36,72,68,38,57,42,37,68,67,51,48,53,68,64,50,77,65,74,38,69,49,42,70,67,66,0.0
14043,29,193.04,86.2,CB,70,1400000.0,6000.0,Right,1,2,2,Medium/ High,Lean,2500000.0,68.0,RES,0,,28,19,65,67,28,46,28,29,62,64,49,51,56,63,34,43,75,71,84,21,65,62,43,67,71,69,0.0
14044,25,175.26,67.1,"CAM,CM,LM",70,2400000.0,4000.0,Left,1,3,3,Medium/ Medium,Normal,,70.0,SUB,0,,77,68,48,75,61,68,84,85,79,69,66,63,74,63,82,83,46,60,59,76,41,69,67,40,50,52,0.0
14045,27,185.42,83.9,"CB,CDM,CM",70,1500000.0,10000.0,Right,1,3,2,Medium/ High,Normal,2400000.0,70.0,RDM,0,,47,47,63,67,46,56,51,52,63,62,66,69,68,60,58,68,87,88,79,54,65,62,57,63,68,70,0.0
14046,28,182.88,73.9,CB,70,1700000.0,3000.0,Right,1,3,2,Low/ High,Lean,2800000.0,71.0,SUB,0,,36,22,70,59,30,32,36,40,45,53,65,60,63,63,58,58,86,67,81,40,67,46,29,67,70,70,0.0
14047,30,175.26,74.8,CAM,70,1700000.0,6000.0,Left,1,3,3,Medium/ Low,Normal,2200000.0,67.0,CAM,0,,67,61,56,70,68,68,75,69,65,72,76,72,77,66,70,75,76,74,71,68,43,71,69,22,40,38,0.0
14048,22,175.26,68.9,RB,70,2500000.0,39000.0,Right,1,4,3,High/ Low,Normal,,70.0,RB,0,,75,52,55,68,20,72,60,68,59,72,82,76,81,67,83,75,78,81,53,65,64,56,58,63,66,67,0.0
14049,27,190.5,74.8,ST,70,1900000.0,3000.0,Left,2,4,3,Medium/ High,Lean,,68.0,ST,0,,41,75,73,57,66,65,44,31,30,69,52,68,59,66,43,70,36,71,76,64,24,39,65,29,35,27,0.0
14051,25,175.26,69.9,"RWB,RB,RM",70,2000000.0,5000.0,Right,1,3,2,High/ Medium,Normal,3300000.0,71.0,SUB,0,,67,40,57,65,33,61,58,32,57,63,80,84,72,65,68,59,69,91,61,34,66,62,41,60,63,65,0.0
14052,24,185.42,79.8,ST,70,2400000.0,13000.0,Right,1,3,2,High/ Medium,Normal,4200000.0,68.0,SUB,0,,38,74,67,62,64,60,48,38,31,66,78,82,63,66,58,65,69,59,72,56,25,51,63,19,28,21,0.0
14053,19,178.5,77.1,"ST,CF,CAM",70,3700000.0,7000.0,Right,1,4,3,Medium/ Medium,Normal,7900000.0,72.0,CAM,1,70.0,42,74,64,63,66,71,41,34,53,71,81,80,81,61,76,71,78,61,67,61,17,62,58,21,21,19,0.0
14054,28,193.04,88.9,CB,70,1500000.0,4000.0,Left,1,3,2,Low/ High,Lean,2400000.0,69.0,RES,0,,30,26,72,54,29,45,32,29,47,33,55,54,34,65,34,41,68,68,89,24,72,34,42,67,71,67,1.0
14055,21,190.5,87.1,"CDM,CM,CAM",70,2400000.0,4000.0,Right,1,3,3,Medium/ High,Normal,,72.0,SUB,0,,59,41,60,70,47,65,58,40,66,68,55,57,62,65,62,59,69,73,70,51,70,70,43,71,68,65,0.0
14056,22,187.96,79.8,"CDM,CM",70,2200000.0,4000.0,Right,1,3,3,Medium/ Medium,Normal,5000000.0,71.0,RDM,0,,58,48,62,72,44,69,46,46,73,72,63,65,61,70,56,68,61,64,75,59,67,68,47,66,70,67,0.0
14057,29,190.5,84.8,CB,70,1600000.0,6000.0,Right,1,2,2,Medium/ Medium,Normal,2700000.0,69.0,RCB,0,,28,22,71,62,41,31,27,36,41,55,39,35,51,62,39,63,45,56,92,15,65,37,39,68,75,63,1.0
14059,31,178.5,71.2,"CM,CDM",70,1600000.0,4000.0,Right,1,3,3,Medium/ Medium,Normal,2100000.0,66.0,LDM,0,,59,64,45,73,49,65,80,71,72,68,63,55,69,68,78,76,56,70,61,70,62,74,68,48,59,54,0.0
14060,31,178.5,73.0,LM,70,1700000.0,16000.0,Right,1,3,3,Medium/ Medium,Normal,3200000.0,70.0,LM,0,,67,65,34,66,50,75,62,57,57,69,86,81,84,62,83,64,58,71,67,70,37,66,50,33,34,27,0.0
14061,38,172.72,69.9,"CM,RM",70,575000.0,2000.0,Right,1,4,3,High/ High,Normal,891000.0,67.0,RM,0,,65,61,43,71,53,69,66,68,69,69,75,55,80,71,83,73,56,89,78,71,65,67,57,53,53,52,1.0
14063,27,178.5,73.0,"CB,RB",70,1700000.0,2000.0,Right,1,2,2,Medium/ Medium,Lean,2500000.0,67.0,RB,0,,43,34,70,60,42,51,33,38,56,55,59,64,55,63,66,60,73,78,72,41,64,43,42,71,72,69,0.0
14064,34,175.26,64.9,"RM,CAM",70,1100000.0,7000.0,Right,1,4,3,High/ Medium,Lean,1300000.0,67.0,RM,0,,68,63,59,72,72,69,72,69,69,68,68,64,73,68,71,74,52,86,58,75,43,72,48,43,41,39,0.0
14065,24,190.5,71.2,"CDM,CM,CAM",70,2100000.0,16000.0,Right,1,3,3,High/ Medium,Lean,3900000.0,74.0,RDM,0,,64,66,67,71,56,68,56,52,66,74,73,72,73,65,61,74,61,78,84,71,66,67,59,68,68,66,0.0
14066,27,170.18,64.9,"LM,CM",70,1900000.0,6000.0,Right,1,3,3,High/ Medium,Normal,2400000.0,65.0,LW,0,,63,65,59,70,58,69,64,63,66,70,81,79,69,65,78,66,86,80,80,68,60,65,47,51,63,59,0.0
14068,27,193.04,84.8,CB,70,1800000.0,10000.0,Right,1,2,2,Medium/ High,Normal,,68.0,SUB,0,,39,41,81,65,22,41,46,54,61,54,40,65,52,62,40,69,77,73,85,41,62,47,31,71,68,65,0.0
14069,27,172.72,68.9,"LM,CAM",70,1900000.0,13000.0,Right,1,3,3,High/ Medium,Normal,3800000.0,73.0,SUB,0,,67,68,40,62,52,72,71,73,60,71,77,76,81,67,74,71,56,64,69,73,25,69,66,28,18,19,0.0
14070,29,190.5,83.9,CB,70,1600000.0,5000.0,Right,1,3,2,Medium/ High,Normal,2500000.0,70.0,LCB,0,,34,26,68,66,14,51,25,44,66,56,59,56,52,70,49,57,80,62,80,30,68,44,44,69,68,65,0.0
14071,30,182.88,74.8,CM,70,1700000.0,9000.0,Right,1,3,3,Medium/ Medium,Normal,3200000.0,71.0,SUB,0,,63,59,51,75,52,65,62,59,72,72,58,59,74,66,71,67,58,72,73,68,64,70,65,66,64,59,0.0
14072,31,190.5,82.1,"CDM,CM",70,1300000.0,10000.0,Right,1,3,3,Medium/ High,Lean,2100000.0,70.0,SUB,0,,66,55,65,72,59,64,58,47,70,69,42,48,51,69,49,77,53,63,77,69,73,73,57,65,69,62,0.0
14073,29,182.88,73.0,"LB,LM",70,1400000.0,3000.0,Left,1,2,2,High/ Medium,Lean,2200000.0,71.0,SUB,0,,67,27,60,64,53,62,63,44,60,64,76,77,69,68,77,64,64,83,63,59,64,36,60,71,67,67,0.0
14074,21,182.88,72.1,"RB,RM",70,2800000.0,4000.0,Right,1,2,3,High/ Medium,Normal,,74.0,SUB,0,,66,35,58,66,37,66,48,35,59,68,75,74,77,66,74,42,72,69,60,34,67,56,48,69,72,69,0.0
14075,22,175.26,63.0,"LM,CM,LB",70,2600000.0,8000.0,Left,1,3,3,Medium/ Medium,Lean,4800000.0,70.0,SUB,0,,64,54,38,68,54,70,63,59,66,73,79,75,89,70,84,66,69,73,38,56,55,67,39,48,48,55,0.0
14076,30,187.96,88.9,ST,70,1800000.0,6000.0,Right,1,3,2,Medium/ Medium,Normal,2600000.0,66.0,SUB,0,,50,74,65,54,62,59,47,44,37,64,68,73,65,71,58,73,67,71,89,59,42,51,67,24,22,16,1.0
14077,30,175.26,74.8,LB,70,1300000.0,11000.0,Left,2,3,3,Medium/ High,Normal,2600000.0,73.0,SUB,0,,64,30,61,68,35,67,69,34,67,71,74,69,70,64,83,46,76,74,65,47,66,64,44,71,70,72,0.0
14078,25,172.72,60.8,"RB,RWB,LB",70,1900000.0,10000.0,Right,1,3,2,High/ Medium,Normal,,66.0,RB,0,,71,34,69,70,36,61,52,49,42,70,78,77,79,62,83,67,82,68,31,41,63,51,48,61,71,72,0.0
14079,24,172.72,69.9,"LB,LM,LWB",70,2000000.0,10000.0,Left,1,3,3,High/ Medium,Normal,4500000.0,72.0,LWB,0,,71,50,68,75,49,67,66,65,68,70,79,78,77,70,78,57,65,75,60,53,67,54,48,60,62,64,0.0
14080,20,190.5,88.9,CB,70,2300000.0,5000.0,Right,1,3,2,Medium/ Medium,Normal,4600000.0,74.0,LCB,0,,39,26,74,49,31,47,35,31,44,56,55,73,64,62,51,49,67,55,79,25,62,35,39,69,74,71,0.0
14081,31,185.42,76.2,ST,70,1600000.0,17000.0,Left,2,2,3,Medium/ Medium,Lean,3000000.0,71.0,ST,1,75.0,55,71,77,62,70,64,36,31,60,72,54,55,68,70,65,76,81,52,77,63,36,65,73,34,22,14,0.0
14082,30,172.72,64.9,"CAM,CM,CDM",70,1700000.0,20000.0,Right,1,3,3,High/ Medium,Normal,2900000.0,72.0,RCM,0,,70,66,55,71,53,71,51,59,69,70,70,50,73,66,79,63,67,78,72,68,58,69,49,29,49,41,0.0
14083,28,193.04,87.1,ST,70,1800000.0,9000.0,Left,1,3,3,Medium/ Medium,Stocky,3300000.0,72.0,SUB,0,,42,72,70,64,68,68,43,50,50,72,55,68,58,65,34,72,56,52,84,54,25,60,56,35,34,20,0.0
14084,28,187.96,81.2,"ST,RW",70,1900000.0,4000.0,Right,1,3,3,Medium/ Medium,Normal,3300000.0,66.0,ST,0,,70,69,67,66,67,64,61,63,65,67,81,82,66,64,53,72,74,75,73,61,32,61,60,34,39,42,0.0
14085,22,172.72,64.0,"RW,LW",70,2500000.0,6000.0,Left,1,3,3,Medium/ Medium,Lean,5800000.0,70.0,RW,0,,67,62,45,65,49,70,51,49,51,73,86,89,83,69,81,68,48,77,34,65,23,62,61,23,36,35,0.0
14087,27,182.88,78.0,"LB,LM",70,1500000.0,14000.0,Left,1,3,3,High/ Medium,Stocky,2800000.0,72.0,SUB,0,,70,54,58,69,43,67,70,68,62,73,75,82,66,65,65,76,72,82,72,66,63,59,52,60,69,68,0.0
14088,28,178.5,78.0,"CDM,CM",70,1600000.0,15000.0,Right,1,3,3,Medium/ High,Normal,3200000.0,70.0,LCM,0,,63,58,59,68,74,65,57,62,65,65,66,67,68,64,72,80,80,80,70,70,70,61,58,68,72,72,0.0
14089,20,182.88,74.8,"CDM,CM",70,2800000.0,1000.0,Right,1,3,3,Medium/ Medium,Normal,6800000.0,73.0,SUB,0,,43,55,62,74,64,64,47,47,71,66,64,69,54,68,61,66,57,67,59,53,63,75,49,70,72,71,0.0
14090,20,182.88,74.8,"RW,ST",70,3400000.0,12000.0,Right,1,4,3,Medium/ Medium,Lean,7900000.0,77.0,RW,0,,60,74,65,68,66,74,60,42,61,74,73,68,76,67,67,73,63,61,54,59,36,64,65,55,24,20,0.0
14091,29,187.96,82.1,CB,70,1600000.0,13000.0,Left,1,2,2,Medium/ Medium,Normal,2700000.0,67.0,LCB,0,,44,25,76,63,27,51,43,32,60,61,49,49,33,66,43,43,69,70,84,26,65,51,46,66,69,66,0.0
14093,26,175.26,67.1,"CM,CDM,CAM",70,2200000.0,8000.0,Left,1,3,3,Medium/ Low,Lean,4300000.0,70.0,SUB,0,,67,66,40,71,57,68,73,66,64,72,79,76,84,63,85,67,58,80,64,73,54,72,68,42,57,50,0.0
14094,30,182.88,79.8,LM,70,1700000.0,8000.0,Left,1,3,3,Medium/ High,Lean,2600000.0,72.0,SUB,0,,64,67,71,66,36,71,57,50,65,67,76,80,79,67,62,73,77,76,78,68,56,64,59,38,63,65,0.0
14095,34,172.72,69.9,ST,70,1100000.0,3000.0,Right,1,3,3,High/ Medium,Normal,1600000.0,70.0,ST,0,,55,74,63,64,68,70,62,48,43,65,69,71,66,73,72,73,58,70,59,65,43,63,65,40,44,45,0.0
14096,26,167.64,72.1,"RW,CAM,CM",70,2100000.0,5000.0,Right,1,3,3,Medium/ High,Stocky,4500000.0,70.0,LCM,0,,68,59,59,68,43,71,73,75,64,73,73,69,83,73,91,71,69,71,52,68,59,70,67,58,63,62,0.0
14097,24,182.88,78.0,"CAM,CF",70,2400000.0,3000.0,Left,1,4,3,High/ Low,Lean,3900000.0,68.0,CAM,0,,61,62,68,70,67,72,68,70,63,74,71,68,69,56,73,63,70,54,51,64,20,72,68,28,20,26,0.0
14098,24,187.96,81.2,CB,70,2100000.0,3000.0,Right,1,3,2,Medium/ Medium,Normal,4900000.0,69.0,LCB,0,,32,22,69,60,26,53,33,29,49,62,62,67,64,67,57,60,73,72,77,25,67,41,39,64,74,71,0.0
14099,29,182.88,76.2,CM,70,1800000.0,3000.0,Right,1,4,3,High/ Medium,Lean,2700000.0,67.0,RCM,0,,66,59,59,75,66,71,63,71,71,72,78,74,68,67,61,76,52,78,67,73,61,63,48,59,60,59,0.0
14100,24,170.18,71.2,"ST,CAM",70,2400000.0,8000.0,Right,1,4,3,High/ Medium,Normal,3900000.0,69.0,RS,0,,62,72,58,68,58,77,59,65,62,72,79,74,88,68,90,66,60,67,52,63,25,58,53,25,28,27,0.0
14101,22,181.0,69.9,"RM,LM,ST",70,3200000.0,4000.0,Right,1,3,3,Medium/ Medium,Lean,5700000.0,69.0,RM,0,,64,62,42,68,48,73,46,52,49,70,79,81,76,72,76,59,64,76,52,46,26,68,59,65,37,21,0.0
14102,24,182.88,76.2,"LW,RW",70,2400000.0,5000.0,Right,1,3,3,High/ Medium,Lean,4500000.0,71.0,LW,0,,67,61,64,66,55,75,61,55,62,71,90,82,80,64,72,67,79,58,63,56,31,59,70,43,40,32,0.0
14103,26,170.18,68.0,"CDM,CM",70,1800000.0,4000.0,Right,1,3,2,Medium/ High,Normal,2500000.0,70.0,LCM,0,,45,50,66,65,49,57,56,45,64,66,62,60,83,64,85,64,93,86,70,56,70,65,48,79,65,71,0.0
14104,30,175.26,83.9,"ST,LM",70,1800000.0,14000.0,Right,1,4,3,Medium/ Low,Stocky,3600000.0,71.0,SUB,0,,61,69,66,60,70,71,68,70,55,70,69,76,70,68,67,72,80,67,75,66,21,68,68,21,29,31,0.0
14105,24,178.5,73.0,LB,70,2000000.0,9000.0,Left,1,2,3,Medium/ Medium,Lean,,69.0,LB,0,,71,38,59,66,40,63,60,62,60,69,75,82,78,66,66,64,79,74,60,61,73,61,42,65,66,65,0.0
14106,22,190.5,84.8,"CDM,CB,CM",70,2100000.0,10000.0,Right,1,3,3,Medium/ Medium,Normal,,70.0,RCM,0,,62,52,65,71,57,64,61,67,69,69,68,78,59,64,58,78,65,74,76,61,66,67,54,68,68,68,0.0
14107,27,170.18,69.9,"CAM,RW",70,1900000.0,3000.0,Left,1,3,3,High/ Low,Normal,3000000.0,68.0,SUB,0,,59,59,49,68,64,74,71,60,63,73,82,81,91,64,90,65,59,69,54,69,31,66,57,28,22,23,1.0
14108,25,193.04,89.8,CB,70,1900000.0,14000.0,Right,1,2,2,Medium/ High,Normal,,70.0,RCB,0,,27,24,75,57,24,42,23,24,48,48,47,52,37,62,35,49,54,63,90,32,67,32,30,70,71,68,1.0
14109,26,185.42,82.1,ST,70,2300000.0,5000.0,Right,1,3,3,High/ High,Normal,3000000.0,67.0,RS,0,,51,67,63,65,70,68,54,47,45,69,83,81,69,76,59,67,80,80,75,56,30,70,65,21,21,14,0.0
14110,30,181.0,78.0,LB,70,1300000.0,12000.0,Left,1,2,3,Medium/ Medium,Lean,2700000.0,72.0,SUB,0,,69,50,66,64,50,60,59,54,66,65,73,73,71,68,78,61,72,77,69,57,70,65,55,69,69,69,0.0
14111,31,185.42,83.0,ST,70,1600000.0,3000.0,Right,1,3,2,High/ Medium,Normal,2500000.0,68.0,SUB,0,,45,69,71,55,69,59,55,55,35,70,66,73,71,69,60,75,92,82,92,50,15,49,73,21,14,11,1.0
14112,22,182.88,73.9,LB,70,2500000.0,1000.0,Left,1,2,2,Medium/ Medium,Normal,5700000.0,76.0,SUB,0,,62,28,64,67,37,53,37,23,54,55,71,74,60,65,69,73,72,74,65,44,69,39,35,70,74,72,0.0
14113,30,175.26,74.8,"RB,RM",70,1300000.0,8000.0,Right,1,2,3,Medium/ Medium,Normal,1900000.0,71.0,SUB,0,,72,46,53,68,48,70,72,67,68,73,73,67,72,70,71,75,67,80,68,70,67,72,59,67,67,64,0.0
14114,28,193.04,79.8,CB,70,1700000.0,11000.0,Right,1,3,2,Medium/ Medium,Lean,2600000.0,72.0,SUB,0,,22,29,76,64,23,32,24,30,62,60,39,46,35,65,42,47,54,65,74,27,70,44,37,71,72,67,0.0
14115,23,165.1,62.1,"ST,LM",70,2800000.0,11000.0,Right,1,4,3,High/ Medium,Normal,,69.0,RS,0,,40,67,63,63,54,78,49,33,60,71,91,89,83,62,82,71,67,64,70,55,18,68,61,22,21,16,1.0
14116,32,193.04,93.0,CB,70,1200000.0,4000.0,Right,1,3,2,Medium/ Medium,Stocky,1900000.0,69.0,SUB,0,,30,21,73,66,19,32,25,26,52,48,53,60,38,63,41,52,49,61,92,27,65,21,32,69,71,67,1.0
14117,31,182.88,73.0,"ST,RM",70,1700000.0,6000.0,Right,2,4,3,Medium/ Medium,Normal,2500000.0,67.0,CAM,0,,71,63,71,72,67,73,59,63,60,72,72,77,74,71,72,71,75,64,66,62,54,67,61,39,37,36,0.0
14118,23,172.72,68.0,"RM,LM",70,2700000.0,5000.0,Right,1,4,3,Medium/ Medium,Normal,4900000.0,69.0,LM,0,,64,62,46,63,57,76,61,55,53,72,84,80,83,63,90,60,64,72,53,60,30,70,53,59,51,37,0.0
14119,33,182.88,79.8,"ST,LW",70,1400000.0,5000.0,Right,1,4,3,Medium/ Medium,Normal,2500000.0,68.0,ST,0,,60,73,72,68,68,63,56,64,60,67,53,60,64,58,59,74,85,71,80,68,39,56,69,37,18,12,0.0
14120,23,167.64,69.9,"LM,RM,CF",70,2400000.0,10000.0,Right,1,4,3,Medium/ Low,Stocky,4100000.0,73.0,RM,0,,63,68,28,68,66,78,78,67,53,76,87,78,85,64,91,76,78,53,56,71,16,55,57,18,17,20,0.0
14121,33,185.42,78.9,"RB,RM",70,,,Right,2,3,3,High/ Medium,Normal,,67.0,SUB,0,,72,58,63,68,53,73,66,51,68,71,72,74,69,69,57,69,71,86,72,55,59,55,59,55,70,74,0.0
14122,23,185.42,77.1,CDM,70,2400000.0,24000.0,Right,1,2,2,Medium/ Medium,Lean,5000000.0,79.0,SUB,0,,50,22,70,71,35,59,50,29,67,69,60,59,55,68,59,47,76,68,75,23,67,58,40,69,76,70,0.0
14123,24,185.42,74.8,"CDM,CM",70,2100000.0,1000.0,Right,1,3,3,Medium/ Medium,Lean,5000000.0,73.0,RDM,0,,42,37,63,69,44,63,46,49,73,66,64,53,58,64,55,62,67,71,74,47,64,55,50,69,75,70,0.0
14124,33,178.5,73.0,"CM,CDM,CAM,LM",70,1300000.0,6000.0,Right,1,4,3,Medium/ Medium,Lean,2100000.0,67.0,SUB,0,,81,65,43,74,57,70,82,83,80,73,65,53,69,61,69,72,40,34,52,77,56,73,70,55,65,52,0.0
14125,33,182.88,69.9,"CB,LB",70,1000000.0,20000.0,Right,1,4,2,Low/ Medium,Normal,1900000.0,78.0,SUB,0,,59,45,68,63,52,50,38,32,57,56,65,53,74,63,70,67,83,71,77,57,64,54,61,67,74,73,0.0
14126,24,175.26,69.9,RB,70,1900000.0,7000.0,Right,1,3,3,Medium/ High,Normal,3800000.0,70.0,RB,0,,61,20,58,57,26,65,31,32,50,66,79,80,72,69,63,32,70,80,73,26,70,42,35,67,73,70,0.0
14127,25,175.26,68.0,"CM,CDM",70,2200000.0,6000.0,Right,1,3,3,Medium/ High,Lean,,64.0,SUB,0,,56,55,45,71,61,66,52,53,70,69,69,67,61,70,62,55,80,82,64,55,71,63,45,69,69,73,0.0
14128,34,182.88,82.1,CDM,70,550000.0,1000.0,Right,1,3,3,Low/ Medium,Stocky,743000.0,67.0,LDM,0,,72,50,63,68,58,64,70,69,70,68,63,64,81,72,62,74,66,74,77,61,69,66,69,60,66,60,0.0
